from_station_id,to_station_id,from_stop_id,from_stop_name,to_stop_id,to_stop_name,peak,offpeak
24,14,24,Ardsley-on-Hudson,14,Spuyten Duyvil,425,425
43,27,43,Cold Spring,27,Tarrytown,675,675
16,10,16,Riverdale,10,University Heights,300,300
84,65,84,Mount Kisco,65,Bronxville,725,725
55,1,55,Tremont,1,Grand Central,975,725
1,30,1,Grand Central,30,Scarborough,1475,1125
74,100,74,White Plains,100,HM Valley-Wingdale,1375,1375
64,86,64,Fleetwood,86,Katonah,725,725
17,11,17,Ludlow,11,Marble Hill,300,300
97,83,97,Patterson,83,Chappaqua,825,825
49,43,49,New Hamburg,43,Cold Spring,425,425
68,56,68,Crestwood,56,Fordham,300,300
176,4,176,Tenmile River,4,Harlem-125th St.,2725,2025
27,24,27,Tarrytown,24,Ardsley-on-Hudson,300,300
19,20,19,Glenwood,20,Greystone,300,300
79,71,79,Mount Pleasant,71,Scarsdale,300,300
98,84,98,Pawling,84,Mount Kisco,675,675
30,29,30,Scarborough,29,Philipse Manor,300,300
90,80,90,Croton Falls,80,Hawthorne,675,675
42,40,42,Garrison,40,Manitou,300,300
101,89,101,Dover Plains,89,Purdy's,650,650
85,1,85,Bedford Hills,1,Grand Central,1750,1325
31,30,31,Ossining,30,Scarborough,300,300
177,84,177,Wassaic,84,Mount Kisco,1000,1000
43,4,43,Cold Spring,4,Harlem-125th St.,2000,1500
68,177,68,Crestwood,177,Wassaic,1600,1600
9,622,9,Morris Heights,622,Yankees-E153 St.,300,300
37,46,37,Cortlandt,46,Beacon,675,675
16,23,16,Riverdale,23,Dobbs Ferry,425,425
56,59,56,Fordham,59,Woodlawn,300,300
49,20,49,New Hamburg,20,Greystone,1300,1300
108,106,108,New Rochelle,106,Pelham,300,300
46,51,46,Beacon,51,Poughkeepsie,425,425
78,83,78,Valhalla,83,Chappaqua,300,300
98,61,98,Pawling,61,Wakefield,1450,1450
90,57,90,Croton Falls,57,Botanical Garden,1150,1150
115,1,115,Port Chester,1,Grand Central,1375,1025
42,17,42,Garrison,17,Ludlow,875,875
101,66,101,Dover Plains,66,Tuckahoe,1525,1525
55,99,55,Tremont,99,Appalachian Trail,1450,1450
10,622,10,University Heights,622,Yankees-E153 St.,300,300
27,37,27,Tarrytown,37,Cortlandt,300,300
19,33,19,Glenwood,33,Croton-Harmon,500,500
79,84,79,Mount Pleasant,84,Mount Kisco,300,300
39,11,39,Peekskill,11,Marble Hill,800,800
11,29,11,Marble Hill,29,Philipse Manor,575,575
30,42,30,Scarborough,42,Garrison,675,675
71,80,71,Scarsdale,80,Hawthorne,300,300
91,58,91,Brewster,58,Williams Bridge,1150,1150
177,61,177,Wassaic,61,Wakefield,1800,1800
83,54,83,Chappaqua,54,Melrose,575,575
25,49,25,Irvington,49,New Hamburg,1150,1150
622,39,622,Yankees-E153 St.,39,Peekskill,800,800
24,4,24,Ardsley-on-Hudson,4,Harlem-125th St.,1275,975
22,43,22,Hastings-on-Hudson,43,Cold Spring,775,775
1,20,1,Grand Central,20,Greystone,1150,875
14,39,14,Spuyten Duyvil,39,Peekskill,800,800
74,90,74,White Plains,90,Croton Falls,775,775
66,86,66,Tuckahoe,86,Katonah,725,725
85,99,85,Bedford Hills,99,Appalachian Trail,675,675
86,64,86,Katonah,64,Fleetwood,725,725
40,622,40,Manitou,622,Yankees-E153 St.,1150,1150
49,33,49,New Hamburg,33,Croton-Harmon,825,825
55,76,55,Tremont,76,North White Plains,425,425
1,105,1,Grand Central,105,Mt Vernon East ,1125,850
27,14,27,Tarrytown,14,Spuyten Duyvil,575,575
59,83,59,Woodlawn,83,Chappaqua,575,575
19,10,19,Glenwood,10,University Heights,300,300
79,61,79,Mount Pleasant,61,Wakefield,575,575
98,74,98,Pawling,74,White Plains,1150,1150
30,19,30,Scarborough,19,Glenwood,500,500
71,57,71,Scarsdale,57,Botanical Garden,425,425
42,30,42,Garrison,30,Scarborough,675,675
101,79,101,Dover Plains,79,Mount Pleasant,1200,1200
54,4,54,Melrose,4,Harlem-125th St.,975,725
20,11,20,Greystone,11,Marble Hill,300,300
11,42,11,Marble Hill,42,Garrison,1150,1150
31,20,31,Ossining,20,Greystone,500,500
23,16,23,Dobbs Ferry,16,Riverdale,425,425
177,74,177,Wassaic,74,White Plains,1475,1475
10,46,10,University Heights,46,Beacon,1450,1450
85,76,85,Bedford Hills,76,North White Plains,600,600
49,10,49,New Hamburg,10,University Heights,1450,1450
66,99,66,Tuckahoe,99,Appalachian Trail,1300,1300
18,22,18,Yonkers,22,Hastings-on-Hudson,300,300
97,86,97,Patterson,86,Katonah,675,675
55,89,55,Tremont,89,Purdy's,1150,1150
101,56,101,Dover Plains,56,Fordham,1675,1675
40,46,40,Manitou,46,Beacon,425,425
100,97,100,HM Valley-Wingdale,97,Patterson,425,425
19,23,19,Glenwood,23,Dobbs Ferry,300,300
39,1,39,Peekskill,1,Grand Central,1750,1325
11,19,11,Marble Hill,19,Glenwood,300,300
111,106,111,Mamaroneck,106,Pelham,300,300
58,100,58,Williams Bridge,100,HM Valley-Wingdale,1675,1675
81,83,81,Pleasantville,83,Chappaqua,300,300
33,43,33,Croton-Harmon,43,Cold Spring,675,675
25,39,25,Irvington,39,Peekskill,600,600
622,29,622,Yankees-E153 St.,29,Philipse Manor,575,575
4,16,4,Harlem-125th St.,16,Riverdale,975,725
76,4,76,North White Plains,4,Harlem-125th St.,1275,975
101,177,101,Dover Plains,177,Wassaic,300,300
22,33,22,Hastings-on-Hudson,33,Croton-Harmon,300,300
14,29,14,Spuyten Duyvil,29,Philipse Manor,575,575
74,80,74,White Plains,80,Hawthorne,300,300
66,76,66,Tuckahoe,76,North White Plains,300,300
42,622,42,Garrison,622,Yankees-E153 St.,1150,1150
86,54,86,Katonah,54,Melrose,800,800
46,18,46,Beacon,18,Yonkers,1300,1300
4,101,4,Harlem-125th St.,101,Dover Plains,2575,1925
37,49,37,Cortlandt,49,New Hamburg,675,675
85,89,85,Bedford Hills,89,Purdy's,300,300
49,23,49,New Hamburg,23,Dobbs Ferry,1150,1150
89,59,89,Purdy's,59,Woodlawn,1150,1150
55,66,55,Tremont,66,Tuckahoe,300,300
88,100,88,Goldens Bridge,100,HM Valley-Wingdale,825,825
27,4,27,Tarrytown,4,Harlem-125th St.,1475,1125
100,74,100,HM Valley-Wingdale,74,White Plains,1375,1375
30,9,30,Scarborough,9,Morris Heights,575,575
43,622,43,Cold Spring,622,Yankees-E153 St.,1150,1150
106,4,106,Pelham,4,Harlem-125th St.,1125,850
33,20,33,Croton-Harmon,20,Greystone,500,500
177,64,177,Wassaic,64,Fleetwood,1600,1600
62,83,62,Mt Vernon West,83,Chappaqua,500,500
22,10,22,Hastings-on-Hudson,10,University Heights,425,425
54,79,54,Melrose,79,Mount Pleasant,575,575
74,57,74,White Plains,57,Botanical Garden,425,425
99,1,99,Appalachian Trail,1,Grand Central,2300,1750
622,42,622,Yankees-E153 St.,42,Garrison,1150,1150
85,66,85,Bedford Hills,66,Tuckahoe,725,725
57,4,57,Botanical Garden,4,Harlem-125th St.,975,725
22,46,22,Hastings-on-Hudson,46,Beacon,1150,1150
14,42,14,Spuyten Duyvil,42,Garrison,1150,1150
1,72,1,Grand Central,72,Hartsdale,1275,975
66,89,66,Tuckahoe,89,Purdy's,875,875
99,86,99,Appalachian Trail,86,Katonah,675,675
4,114,4,Harlem-125th St.,114,Rye,1375,1025
89,72,89,Purdy's,72,Hartsdale,775,775
9,49,9,Morris Heights,49,New Hamburg,1450,1450
55,79,55,Tremont,79,Mount Pleasant,575,575
29,27,29,Philipse Manor,27,Tarrytown,300,300
1,108,1,Grand Central,108,New Rochelle,1125,850
11,9,11,Marble Hill,9,Morris Heights,300,300
58,90,58,Williams Bridge,90,Croton Falls,1150,1150
24,622,24,Ardsley-on-Hudson,622,Yankees-E153 St.,425,425
25,29,25,Irvington,29,Philipse Manor,300,300
622,19,622,Yankees-E153 St.,19,Glenwood,300,300
10,49,10,University Heights,49,New Hamburg,1450,1450
22,23,22,Hastings-on-Hudson,23,Dobbs Ferry,300,300
14,19,14,Spuyten Duyvil,19,Glenwood,300,300
114,106,114,Rye,106,Pelham,400,400
85,79,85,Bedford Hills,79,Mount Pleasant,300,300
4,91,4,Harlem-125th St.,91,Brewster,2000,1500
71,1,71,Scarsdale,1,Grand Central,1275,975
55,56,55,Tremont,56,Fordham,300,300
1,85,1,Grand Central,85,Bedford Hills,1750,1325
88,90,88,Goldens Bridge,90,Croton Falls,300,300
100,64,100,HM Valley-Wingdale,64,Fleetwood,1525,1525
29,40,29,Philipse Manor,40,Manitou,675,675
61,72,61,Wakefield,72,Hartsdale,425,425
176,59,176,Tenmile River,59,Woodlawn,1800,1800
40,49,40,Manitou,49,New Hamburg,425,425
80,85,80,Hawthorne,85,Bedford Hills,300,300
33,10,33,Croton-Harmon,10,University Heights,575,575
72,1,72,Hartsdale,1,Grand Central,1275,975
91,100,91,Brewster,100,HM Valley-Wingdale,650,650
55,177,55,Tremont,177,Wassaic,1800,1800
81,86,81,Pleasantville,86,Katonah,300,300
25,42,25,Irvington,42,Garrison,775,775
85,56,85,Bedford Hills,56,Fordham,800,800
37,16,37,Cortlandt,16,Riverdale,800,800
4,68,4,Harlem-125th St.,68,Crestwood,1150,875
24,46,24,Ardsley-on-Hudson,46,Beacon,1150,1150
84,97,84,Mount Kisco,97,Patterson,675,675
1,62,1,Grand Central,62,Mt Vernon West,1150,875
106,115,106,Pelham,115,Port Chester,400,400
99,76,99,Appalachian Trail,76,North White Plains,1150,1150
65,83,65,Bronxville,83,Chappaqua,500,500
56,114,56,Fordham,114,Rye,500,500
17,43,17,Ludlow,43,Cold Spring,875,875
57,79,57,Botanical Garden,79,Mount Pleasant,575,575
9,39,9,Morris Heights,39,Peekskill,800,800
68,88,68,Crestwood,88,Goldens Bridge,725,725
29,17,29,Philipse Manor,17,Ludlow,500,500
80,62,80,Hawthorne,62,Mt Vernon West,500,500
85,177,85,Bedford Hills,177,Wassaic,1000,1000
58,80,58,Williams Bridge,80,Hawthorne,575,575
115,56,115,Port Chester,56,Fordham,500,500
61,85,61,Wakefield,85,Bedford Hills,800,800
176,72,176,Tenmile River,72,Hartsdale,1475,1475
80,98,80,Hawthorne,98,Pawling,825,825
33,23,33,Croton-Harmon,23,Dobbs Ferry,300,300
25,19,25,Irvington,19,Glenwood,300,300
622,9,622,Yankees-E153 St.,9,Morris Heights,300,300
10,39,10,University Heights,39,Peekskill,800,800
51,40,51,Poughkeepsie,40,Manitou,650,650
84,74,84,Mount Kisco,74,White Plains,600,600
14,9,14,Spuyten Duyvil,9,Morris Heights,300,300
66,56,66,Tuckahoe,56,Fordham,300,300
4,81,4,Harlem-125th St.,81,Pleasantville,1475,1125
72,99,72,Hartsdale,99,Appalachian Trail,1150,1150
27,622,27,Tarrytown,622,Yankees-E153 St.,575,575
56,91,56,Fordham,91,Brewster,1150,1150
90,4,90,Croton Falls,4,Harlem-125th St.,2000,1500
17,20,17,Ludlow,20,Greystone,300,300
88,80,88,Goldens Bridge,80,Hawthorne,300,300
99,89,99,Appalachian Trail,89,Purdy's,425,425
100,54,100,HM Valley-Wingdale,54,Melrose,1675,1675
58,57,58,Williams Bridge,57,Botanical Garden,300,300
83,1,83,Chappaqua,1,Grand Central,1475,1125
68,101,68,Crestwood,101,Dover Plains,1525,1525
29,30,29,Philipse Manor,30,Scarborough,300,300
61,62,61,Wakefield,62,Mt Vernon West,300,300
66,177,66,Tuckahoe,177,Wassaic,1600,1600
39,43,39,Peekskill,43,Cold Spring,300,300
91,90,91,Brewster,90,Croton Falls,300,300
51,17,51,Poughkeepsie,17,Ludlow,1525,1525
10,16,10,University Heights,16,Riverdale,300,300
83,86,83,Chappaqua,86,Katonah,300,300
54,59,54,Melrose,59,Woodlawn,300,300
4,58,4,Harlem-125th St.,58,Williams Bridge,975,725
72,76,72,Hartsdale,76,North White Plains,300,300
43,49,43,Cold Spring,49,New Hamburg,425,425
88,57,88,Goldens Bridge,57,Botanical Garden,800,800
106,105,106,Pelham,105,Mt Vernon East ,300,300
99,66,99,Appalachian Trail,66,Tuckahoe,1300,1300
71,4,71,Scarsdale,4,Harlem-125th St.,1275,975
17,33,17,Ludlow,33,Croton-Harmon,500,500
9,29,9,Morris Heights,29,Philipse Manor,575,575
68,78,68,Crestwood,78,Valhalla,500,500
40,16,40,Manitou,16,Riverdale,1150,1150
176,62,176,Tenmile River,62,Mt Vernon West,1600,1600
25,9,25,Irvington,9,Morris Heights,425,425
20,43,20,Greystone,43,Cold Spring,875,875
51,30,51,Poughkeepsie,30,Scarborough,1200,1200
83,99,83,Chappaqua,99,Appalachian Trail,825,825
84,64,84,Mount Kisco,64,Fleetwood,725,725
1,29,1,Grand Central,29,Philipse Manor,1475,1125
4,71,4,Harlem-125th St.,71,Scarsdale,1275,975
72,89,72,Hartsdale,89,Purdy's,775,775
24,49,24,Ardsley-on-Hudson,49,New Hamburg,1150,1150
64,85,64,Fleetwood,85,Bedford Hills,725,725
56,81,56,Fordham,81,Pleasantville,575,575
17,10,17,Ludlow,10,University Heights,300,300
76,59,76,North White Plains,59,Woodlawn,425,425
68,55,68,Crestwood,55,Tremont,300,300
1,65,1,Grand Central,65,Bronxville,1150,875
99,79,99,Appalachian Trail,79,Mount Pleasant,825,825
65,86,65,Bronxville,86,Katonah,725,725
98,83,98,Pawling,83,Chappaqua,825,825
68,91,68,Crestwood,91,Brewster,875,875
42,39,42,Garrison,39,Peekskill,300,300
101,88,101,Dover Plains,88,Goldens Bridge,825,825
80,65,80,Hawthorne,65,Bronxville,500,500
39,33,39,Peekskill,33,Croton-Harmon,300,300
11,51,11,Marble Hill,51,Poughkeepsie,1675,1675
31,29,31,Ossining,29,Philipse Manor,300,300
91,80,91,Brewster,80,Hawthorne,675,675
23,25,23,Dobbs Ferry,25,Irvington,300,300
83,76,83,Chappaqua,76,North White Plains,300,300
68,176,68,Crestwood,176,Tenmile River,1600,1600
94,85,94,Southeast,85,Bedford Hills,300,300
86,1,86,Katonah,1,Grand Central,1750,1325
72,66,72,Hartsdale,66,Tuckahoe,300,300
64,62,64,Fleetwood,62,Mt Vernon West,300,300
43,39,43,Cold Spring,39,Peekskill,300,300
16,22,16,Riverdale,22,Hastings-on-Hudson,425,425
108,105,108,New Rochelle,105,Mt Vernon East ,300,300
1,42,1,Grand Central,42,Garrison,2000,1500
99,56,99,Appalachian Trail,56,Fordham,1450,1450
64,98,64,Fleetwood,98,Pawling,1300,1300
56,94,56,Fordham,94,Southeast,1150,1150
17,23,17,Ludlow,23,Dobbs Ferry,300,300
57,59,57,Botanical Garden,59,Woodlawn,300,300
76,72,76,North White Plains,72,Hartsdale,300,300
9,19,9,Morris Heights,19,Glenwood,300,300
79,83,79,Mount Pleasant,83,Chappaqua,300,300
39,10,39,Peekskill,10,University Heights,800,800
71,79,71,Scarsdale,79,Mount Pleasant,300,300
91,57,91,Brewster,57,Botanical Garden,1150,1150
94,62,94,Southeast,62,Mt Vernon West,875,875
74,4,74,White Plains,4,Harlem-125th St.,1275,975
99,177,99,Appalachian Trail,177,Wassaic,450,450
20,33,20,Greystone,33,Croton-Harmon,500,500
39,46,39,Peekskill,46,Beacon,675,675
31,42,31,Ossining,42,Garrison,675,675
4,25,4,Harlem-125th St.,25,Irvington,1275,975
51,20,51,Poughkeepsie,20,Greystone,1525,1525
83,89,83,Chappaqua,89,Purdy's,675,675
43,16,43,Cold Spring,16,Riverdale,1150,1150
84,54,84,Mount Kisco,54,Melrose,800,800
94,98,94,Southeast,98,Pawling,425,425
1,19,1,Grand Central,19,Glenwood,1150,875
4,61,4,Harlem-125th St.,61,Wakefield,975,725
72,79,72,Hartsdale,79,Mount Pleasant,300,300
46,27,46,Beacon,27,Tarrytown,825,825
56,71,56,Fordham,71,Scarsdale,425,425
86,99,86,Katonah,99,Appalachian Trail,675,675
57,72,57,Botanical Garden,72,Hartsdale,425,425
42,29,42,Garrison,29,Philipse Manor,675,675
101,78,101,Dover Plains,78,Valhalla,1200,1200
27,49,27,Tarrytown,49,New Hamburg,825,825
20,10,20,Greystone,10,University Heights,300,300
39,23,39,Peekskill,23,Dobbs Ferry,600,600
31,19,31,Ossining,19,Glenwood,500,500
83,66,83,Chappaqua,66,Tuckahoe,500,500
622,51,622,Yankees-E153 St.,51,Poughkeepsie,1675,1675
72,56,72,Hartsdale,56,Fordham,425,425
24,16,24,Ardsley-on-Hudson,16,Riverdale,425,425
80,176,80,Hawthorne,176,Tenmile River,1275,1275
66,98,66,Tuckahoe,98,Pawling,1300,1300
46,40,46,Beacon,40,Manitou,425,425
86,76,86,Katonah,76,North White Plains,600,600
56,84,56,Fordham,84,Mount Kisco,800,800
97,85,97,Patterson,85,Bedford Hills,675,675
89,81,89,Purdy's,81,Pleasantville,675,675
68,58,68,Crestwood,58,Williams Bridge,300,300
55,88,55,Tremont,88,Goldens Bridge,800,800
101,55,101,Dover Plains,55,Tremont,1675,1675
19,22,19,Glenwood,22,Hastings-on-Hudson,300,300
72,177,72,Hartsdale,177,Wassaic,1475,1475
11,18,11,Marble Hill,18,Yonkers,300,300
98,86,98,Pawling,86,Katonah,675,675
30,31,30,Scarborough,31,Ossining,300,300
101,91,101,Dover Plains,91,Brewster,650,650
20,23,20,Greystone,23,Dobbs Ferry,300,300
112,106,112,Harrison,106,Pelham,300,300
51,10,51,Poughkeepsie,10,University Heights,1675,1675
177,86,177,Wassaic,86,Katonah,1000,1000
115,111,115,Port Chester,111,Mamaroneck,375,375
1,9,1,Grand Central,9,Morris Heights,975,725
85,88,85,Bedford Hills,88,Goldens Bridge,300,300
46,17,46,Beacon,17,Ludlow,1300,1300
64,65,64,Fleetwood,65,Bronxville,300,300
56,61,56,Fordham,61,Wakefield,300,300
97,62,97,Patterson,62,Mt Vernon West,1300,1300
49,22,49,New Hamburg,22,Hastings-on-Hudson,1150,1150
86,89,86,Katonah,89,Purdy's,300,300
59,72,59,Woodlawn,72,Hartsdale,425,425
78,85,78,Valhalla,85,Bedford Hills,300,300
97,98,97,Patterson,98,Pawling,300,300
89,94,89,Purdy's,94,Southeast,300,300
90,59,90,Croton Falls,59,Woodlawn,1150,1150
42,19,42,Garrison,19,Glenwood,875,875
55,101,55,Tremont,101,Dover Plains,1675,1675
101,68,101,Dover Plains,68,Crestwood,1525,1525
27,39,27,Tarrytown,39,Peekskill,300,300
11,31,11,Marble Hill,31,Ossining,575,575
31,9,31,Ossining,9,Morris Heights,575,575
83,56,83,Chappaqua,56,Fordham,575,575
94,65,94,Southeast,65,Bronxville,875,875
25,51,25,Irvington,51,Poughkeepsie,1375,1375
37,25,37,Cortlandt,25,Irvington,600,600
66,88,66,Tuckahoe,88,Goldens Bridge,725,725
100,1,100,HM Valley-Wingdale,1,Grand Central,2575,1925
85,101,85,Bedford Hills,101,Dover Plains,825,825
46,30,46,Beacon,30,Scarborough,825,825
86,66,86,Katonah,66,Tuckahoe,725,725
78,62,78,Valhalla,62,Mt Vernon West,500,500
58,4,58,Williams Bridge,4,Harlem-125th St.,975,725
83,177,83,Chappaqua,177,Wassaic,1275,1275
89,71,89,Purdy's,71,Scarsdale,775,775
55,78,55,Tremont,78,Valhalla,575,575
27,16,27,Tarrytown,16,Riverdale,575,575
59,85,59,Woodlawn,85,Bedford Hills,800,800
78,98,78,Valhalla,98,Pawling,825,825
71,59,71,Scarsdale,59,Woodlawn,425,425
90,72,90,Croton Falls,72,Hartsdale,775,775
23,18,23,Dobbs Ferry,18,Yonkers,300,300
177,76,177,Wassaic,76,North White Plains,1475,1475
54,91,54,Melrose,91,Brewster,1150,1150
88,4,88,Goldens Bridge,4,Harlem-125th St.,1750,1325
66,65,66,Tuckahoe,65,Bronxville,300,300
85,78,85,Bedford Hills,78,Valhalla,300,300
66,101,66,Tuckahoe,101,Dover Plains,1525,1525
86,79,86,Katonah,79,Mount Pleasant,300,300
18,24,18,Yonkers,24,Ardsley-on-Hudson,300,300
59,62,59,Woodlawn,62,Mt Vernon West,300,300
89,84,89,Purdy's,84,Mount Kisco,300,300
42,9,42,Garrison,9,Morris Heights,1150,1150
55,91,55,Tremont,91,Brewster,1150,1150
101,58,101,Dover Plains,58,Williams Bridge,1675,1675
29,39,29,Philipse Manor,39,Peekskill,300,300
100,99,100,HM Valley-Wingdale,99,Appalachian Trail,425,425
19,25,19,Glenwood,25,Irvington,300,300
64,176,64,Fleetwood,176,Tenmile River,1600,1600
111,108,111,Mamaroneck,108,New Rochelle,300,300
176,94,176,Tenmile River,94,Southeast,750,750
62,72,62,Mt Vernon West,72,Hartsdale,300,300
81,85,81,Pleasantville,85,Bedford Hills,300,300
622,31,622,Yankees-E153 St.,31,Ossining,575,575
85,55,85,Bedford Hills,55,Tremont,800,800
14,31,14,Spuyten Duyvil,31,Ossining,575,575
106,114,106,Pelham,114,Rye,400,400
66,78,66,Tuckahoe,78,Valhalla,500,500
85,91,85,Bedford Hills,91,Brewster,300,300
46,20,46,Beacon,20,Greystone,1300,1300
18,1,18,Yonkers,1,Grand Central,1150,875
86,56,86,Katonah,56,Fordham,800,800
97,65,97,Patterson,65,Bronxville,1300,1300
49,25,49,New Hamburg,25,Irvington,1150,1150
89,61,89,Purdy's,61,Wakefield,1150,1150
110,4,110,Larchmont,4,Harlem-125th St.,1275,975
55,68,55,Tremont,68,Crestwood,300,300
1,97,1,Grand Central,97,Patterson,2300,1750
18,37,18,Yonkers,37,Cortlandt,725,725
100,76,100,HM Valley-Wingdale,76,North White Plains,1375,1375
30,11,30,Scarborough,11,Marble Hill,575,575
176,71,176,Tenmile River,71,Scarsdale,1475,1475
80,97,80,Hawthorne,97,Patterson,825,825
81,62,81,Pleasantville,62,Mt Vernon West,500,500
33,22,33,Croton-Harmon,22,Hastings-on-Hudson,300,300
86,177,86,Katonah,177,Wassaic,1000,1000
25,18,25,Irvington,18,Yonkers,300,300
62,85,62,Mt Vernon West,85,Bedford Hills,725,725
81,98,81,Pleasantville,98,Pawling,825,825
54,81,54,Melrose,81,Pleasantville,575,575
74,59,74,White Plains,59,Woodlawn,425,425
66,55,66,Tuckahoe,55,Tremont,300,300
85,68,85,Bedford Hills,68,Crestwood,725,725
1,74,1,Grand Central,74,White Plains,1275,975
88,79,88,Goldens Bridge,79,Mount Pleasant,300,300
18,14,18,Yonkers,14,Spuyten Duyvil,300,300
99,88,99,Appalachian Trail,88,Goldens Bridge,675,675
78,65,78,Valhalla,65,Bronxville,500,500
91,4,91,Brewster,4,Harlem-125th St.,2000,1500
9,51,9,Morris Heights,51,Poughkeepsie,1675,1675
68,100,68,Crestwood,100,HM Valley-Wingdale,1525,1525
1,110,1,Grand Central,110,Larchmont,1275,975
80,74,80,Hawthorne,74,White Plains,300,300
66,176,66,Tuckahoe,176,Tenmile River,1600,1600
100,89,100,HM Valley-Wingdale,89,Purdy's,650,650
84,1,84,Mount Kisco,1,Grand Central,1750,1325
61,97,61,Wakefield,97,Patterson,1450,1450
176,84,176,Tenmile River,84,Mount Kisco,1000,1000
54,58,54,Melrose,58,Williams Bridge,300,300
25,31,25,Irvington,31,Ossining,300,300
10,51,10,University Heights,51,Poughkeepsie,1675,1675
84,86,84,Mount Kisco,86,Katonah,300,300
22,25,22,Hastings-on-Hudson,25,Irvington,300,300
54,94,54,Melrose,94,Southeast,1150,1150
114,108,114,Rye,108,New Rochelle,400,400
74,72,74,White Plains,72,Hartsdale,300,300
66,68,66,Tuckahoe,68,Crestwood,300,300
97,55,97,Patterson,55,Tremont,1450,1450
76,81,76,North White Plains,81,Pleasantville,300,300
55,58,55,Tremont,58,Williams Bridge,300,300
99,101,99,Appalachian Trail,101,Dover Plains,425,425
100,66,100,HM Valley-Wingdale,66,Tuckahoe,1525,1525
29,42,29,Philipse Manor,42,Garrison,675,675
61,74,61,Wakefield,74,White Plains,425,425
176,61,176,Tenmile River,61,Wakefield,1800,1800
40,51,40,Manitou,51,Poughkeepsie,650,650
97,176,97,Patterson,176,Tenmile River,450,450
110,115,110,Larchmont,115,Port Chester,375,375
54,71,54,Melrose,71,Scarsdale,425,425
85,58,85,Bedford Hills,58,Williams Bridge,800,800
72,88,72,Hartsdale,88,Goldens Bridge,600,600
84,99,84,Mount Kisco,99,Appalachian Trail,675,675
1,64,1,Grand Central,64,Fleetwood,1150,875
18,4,18,Yonkers,4,Harlem-125th St.,1150,875
99,78,99,Appalachian Trail,78,Valhalla,825,825
4,106,4,Harlem-125th St.,106,Pelham,1125,850
65,85,65,Bronxville,85,Bedford Hills,725,725
57,81,57,Botanical Garden,81,Pleasantville,575,575
76,94,76,North White Plains,94,Southeast,775,775
68,90,68,Crestwood,90,Croton Falls,875,875
29,19,29,Philipse Manor,19,Glenwood,500,500
80,64,80,Hawthorne,64,Fleetwood,500,500
100,79,100,HM Valley-Wingdale,79,Mount Pleasant,1200,1200
176,74,176,Tenmile River,74,White Plains,1475,1475
81,65,81,Pleasantville,65,Bronxville,500,500
622,11,622,Yankees-E153 St.,11,Marble Hill,300,300
51,42,51,Poughkeepsie,42,Garrison,650,650
84,76,84,Mount Kisco,76,North White Plains,600,600
14,11,14,Spuyten Duyvil,11,Marble Hill,300,300
66,58,66,Tuckahoe,58,Williams Bridge,300,300
99,55,99,Appalachian Trail,55,Tremont,1450,1450
4,83,4,Harlem-125th St.,83,Chappaqua,1475,1125
72,101,72,Hartsdale,101,Dover Plains,1375,1375
64,97,64,Fleetwood,97,Patterson,1300,1300
65,62,65,Bronxville,62,Mt Vernon West,300,300
17,22,17,Ludlow,22,Hastings-on-Hudson,300,300
76,71,76,North White Plains,71,Scarsdale,300,300
9,18,9,Morris Heights,18,Yonkers,300,300
99,91,99,Appalachian Trail,91,Brewster,425,425
100,56,100,HM Valley-Wingdale,56,Fordham,1675,1675
65,98,65,Bronxville,98,Pawling,1300,1300
57,94,57,Botanical Garden,94,Southeast,1150,1150
58,59,58,Williams Bridge,59,Woodlawn,300,300
42,51,42,Garrison,51,Poughkeepsie,650,650
101,100,101,Dover Plains,100,HM Valley-Wingdale,300,300
61,64,61,Wakefield,64,Fleetwood,300,300
99,176,99,Appalachian Trail,176,Tenmile River,450,450
10,18,10,University Heights,18,Yonkers,300,300
51,19,51,Poughkeepsie,19,Glenwood,1525,1525
110,105,110,Larchmont,105,Mt Vernon East ,300,300
83,88,83,Chappaqua,88,Goldens Bridge,300,300
62,65,62,Mt Vernon West,65,Bronxville,300,300
54,61,54,Melrose,61,Wakefield,300,300
94,97,94,Southeast,97,Patterson,425,425
100,177,100,HM Valley-Wingdale,177,Wassaic,300,300
72,78,72,Hartsdale,78,Valhalla,300,300
105,112,105,Mt Vernon East ,112,Harrison,300,300
64,74,64,Fleetwood,74,White Plains,300,300
43,51,43,Cold Spring,51,Poughkeepsie,650,650
84,89,84,Mount Kisco,89,Purdy's,300,300
1,54,1,Grand Central,54,Melrose,975,725
88,59,88,Goldens Bridge,59,Woodlawn,800,800
99,68,99,Appalachian Trail,68,Crestwood,1300,1300
56,106,56,Fordham,106,Pelham,300,300
57,71,57,Botanical Garden,71,Scarsdale,425,425
76,84,76,North White Plains,84,Mount Kisco,600,600
9,31,9,Morris Heights,31,Ossining,575,575
68,80,68,Crestwood,80,Hawthorne,500,500
29,9,29,Philipse Manor,9,Morris Heights,575,575
40,18,40,Manitou,18,Yonkers,875,875
80,54,80,Hawthorne,54,Melrose,575,575
58,72,58,Williams Bridge,72,Hartsdale,425,425
71,91,71,Scarsdale,91,Brewster,775,775
105,4,105,Mt Vernon East ,4,Harlem-125th St.,1125,850
81,55,81,Pleasantville,55,Tremont,575,575
94,74,94,Southeast,74,White Plains,775,775
4,37,4,Harlem-125th St.,37,Cortlandt,1750,1325
83,101,83,Chappaqua,101,Dover Plains,1200,1200
